LOUMUZIK,gottiboyslim #LouMuzikLive @warehouselive #with @dj_hollygrove @5korrektions king_koto… https://t.co/5pyQblUf6Q,30,Downtown,Thu Aug 24 00:00:39 CDT 2017,0824,00,,0
DKearns_14,"#Texas @ Houston, Texas https://t.co/oW7punaGJo",55,Northside/Northline,Thu Aug 24 00:03:33 CDT 2017,0824,00,,0
dsandersuperman,Who down for golf next week?  #sanderstacticalperformance #Houston #Dallas #SanAntonio #Austin… https://t.co/QiqllYZdvF,1,Fourth Ward,Thu Aug 24 00:06:56 CDT 2017,0824,00,,0
THAJRL325,Back to the Midnight Grind. GOOD MORNING PPL!!! #Workflow @ Grocers… https://t.co/yr8VJjQVB7,1,Fourth Ward,Thu Aug 24 00:08:00 CDT 2017,0824,00,,0
wewerewolvestx,"THIS SUNDAY AT @whiteoakmh WITH @agiantdog! YUH! @ Houston, Texas https://t.co/YItLqmO98i",1,Fourth Ward,Thu Aug 24 00:10:31 CDT 2017,0824,00,,0
jonyargates,"#goodnight 🌙 #music #SoundCloud #basketball #livemusic @ Houston, Texas https://t.co/d8UqpvlR6U",30,Downtown,Thu Aug 24 00:13:03 CDT 2017,0824,00,,0
CynicalLongkat,"Vanilla (@ Bruster's Ice Cream in Spring, TX) https://t.co/hMcJ3bzABG",62,Macgregor,Thu Aug 24 00:14:12 CDT 2017,0824,00,,0
cryswallbaby,"Hey y'all I started a youtube channel. I'm gonna start posting more videos about my life,… https://t.co/DuUxdhv1en",58,Willowbrook,Thu Aug 24 00:16:24 CDT 2017,0824,00,,0
LabattFoodJobs,Join the Labatt Food Service team! See our latest #job opening here: https://t.co/eEkVfeJmnK #TruckDriver #Driver #Transportation #Hiring,1,Fourth Ward,Thu Aug 24 00:20:05 CDT 2017,0824,00,food service,2
LOUMUZIK,thatliftedlion  thatplasteredpanda #LouMuzikLive @warehouselive #with @dj_hollygrove… https://t.co/moBywf6GmJ,1,Fourth Ward,Thu Aug 24 00:22:40 CDT 2017,0824,00,,0
LOUMUZIK,thatliftedlion  thatplasteredpanda  #LouMuzikLive @warehouselive #with @dj_hollygrove… https://t.co/KrYiDyfGSv,1,Fourth Ward,Thu Aug 24 00:24:40 CDT 2017,0824,00,,0
CareersAtSoma,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/LVcJ8X7OOV #Retail #Hiring #CareerArc",57,East Little York / Homestead,Thu Aug 24 00:31:00 CDT 2017,0824,00,,0
J_shadesyou,HAVE YOU SHOPPED J SHADES NEW ARRIVAL⁉️ . . . SHOP AT… https://t.co/di3fR3iKtl,39,Northside Village,Thu Aug 24 00:35:25 CDT 2017,0824,00,,0
J_shadesyou,HAVE YOU SHOPPED J SHADES NEW ARRIVAL⁉️ . . . SHOP AT… https://t.co/KBBUNbmQQ8,30,Downtown,Thu Aug 24 00:35:50 CDT 2017,0824,00,,0
JonAgCM,Squeezin Out The Sauce...  Just #FollowTheSmell🙏💦🍜🔥💯 TO 🔥3822 Old Spanish Trail🔥 ⛳ WALGREEN'S… https://t.co/iHhJ1RdI2G,30,Downtown,Thu Aug 24 00:37:25 CDT 2017,0824,00,trail,1
J_shadesyou,"When you see me, just know the BOSS just walked in the room. Say HEY… https://t.co/tDYLmCm75F",1,Fourth Ward,Thu Aug 24 00:38:36 CDT 2017,0824,00,,0
godjdamon,@youngzeakFU2 @djchillhouston @mrwiredupohboy #damagecontrol @ 90.1 FM KPFT Houston https://t.co/NkdTs7JZTo,30,Downtown,Thu Aug 24 00:42:01 CDT 2017,0824,00,,0
BLifeCyFair,"11506 Aucuba Ln, Houston, TX 77095, $339,999 4 beds, 3 baths https://t.co/2KB73N3XWq",30,Downtown,Thu Aug 24 00:45:23 CDT 2017,0824,00,,0
BLifeDTHouston,"1409 Wheeler St, Houston, TX 77004, $150,000 3 beds, 2 baths https://t.co/bA7x3fcIpL",30,Downtown,Thu Aug 24 00:46:44 CDT 2017,0824,00,,0
BLifeDTHouston,Astros hit 3 homers to end skid vs... https://t.co/30zGGjCTSC,1,Fourth Ward,Thu Aug 24 00:46:45 CDT 2017,0824,00,,0
MrWiredUpOhBoy,#Repost mriheartdamon (get_repost) ・・・ @youngzeakFU2 @djchillhouston @mrwiredupohboy… https://t.co/E64Ri6hYul,30,Downtown,Thu Aug 24 00:47:48 CDT 2017,0824,00,,0
J_shadesyou,It's #GIVEAWAY time❗️2 WINNERS❗️ . . Win ANY 2 pair of #JSHADES of YOUR choice. 2 WINNERS= 4… https://t.co/8OnhWggcYj,15,Kingwood Area,Thu Aug 24 00:48:33 CDT 2017,0824,00,,0
BLifeHumble,"17926 Yukon Pass Dr, Humble, TX 77346, $252,000 4 beds, 3 baths https://t.co/lu32KwVz0V",1,Fourth Ward,Thu Aug 24 00:49:06 CDT 2017,0824,00,,0
godjdamon,Oh yeah just had the 🤘🏿📻 premiere of @TrapBeckham_ #lilbootiesmatter @youngzeakFU2… https://t.co/Nxwa9CxoNh,22,Mid West,Thu Aug 24 00:49:58 CDT 2017,0824,00,,0
MidtownVillBL,Astros hit 3 homers to end skid vs... https://t.co/SwmM1zx1Eo,22,Mid West,Thu Aug 24 00:53:09 CDT 2017,0824,00,,0
MidtownVillBL,TV-radio listings: Aug. 24 https://t.co/yHrThe9aMR,22,Mid West,Thu Aug 24 00:53:10 CDT 2017,0824,00,,0
